,sample,collect_date,sample_type,sample_condition,sample_condition_abbrv,analyte,lab_name,result
521,RM_30_Funny_River,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
522,RM_30_Funny_River,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
523,RM_30_Funny_River,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
524,RM_30_Funny_River,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",257
525,RM_30_Funny_River,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
526,RM_30_Funny_River,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",3050
527,RM_30_Funny_River,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",33.6
528,RM_30_Funny_River,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
529,RM_30_Funny_River,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
530,RM_30_Funny_River,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
531,RM_30_Funny_River,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",688
532,RM_30_Funny_River,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
533,RM_30_Funny_River,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",7830
534,RM_30_Funny_River,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
535,RM_30_Funny_River,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",3270
536,RM_30_Funny_River,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
537,RM_30_Funny_River,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
538,RM_30_Funny_River,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
539,RM_30_Funny_River,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
540,RM_30_Funny_River,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
783,RM_30_Funny_River,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",24
712,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",10
713,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.719
714,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",3.18
809,RM_31,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",7
810,RM_31,5/11/2021,PS,Field Duplicate,DUP,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",8
833,RM_31,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",9
834,RM_31,7/27/2021,PS,Field Duplicate,DUP,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",8.7
541,RM_31_Morgans_Landing,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
542,RM_31_Morgans_Landing,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
543,RM_31_Morgans_Landing,7/27/2021,PS,Field Duplicate,DUP,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
544,RM_31_Morgans_Landing,7/27/2021,PS,Field Duplicate,DUP,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
784,RM_31_Morgans_Landing,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",2
785,RM_31_Morgans_Landing,7/27/2021,PS,Field Duplicate,DUP,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
715,RM_31_Morgans_Landing,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.8
716,RM_31_Morgans_Landing,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.267
717,RM_31_Morgans_Landing,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.05
718,RM_31_Morgans_Landing,7/27/2021,SMPL,Field Duplicate,DUP,"Calcium, Total","ALS Environmental, Kelso, Washington",11.7
719,RM_31_Morgans_Landing,7/27/2021,SMPL,Field Duplicate,DUP,"Iron, Total","ALS Environmental, Kelso, Washington",0.287
720,RM_31_Morgans_Landing,7/27/2021,SMPL,Field Duplicate,DUP,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.04
811,RM_36,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",12.66666667
835,RM_36,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",1.3
545,RM_36_Moose_River,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
546,RM_36_Moose_River,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
786,RM_36_Moose_River,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
721,RM_36_Moose_River,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",22.5
722,RM_36_Moose_River,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.511
723,RM_36_Moose_River,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",3.58
812,RM_40,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",7
836,RM_40,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",7
547,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
548,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
549,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Benzene,"SGS North America, Anchorage, Alaska",NA
550,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
551,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,o-Xylene,"SGS North America, Anchorage, Alaska",NA
552,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
553,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Toluene,"SGS North America, Anchorage, Alaska",NA
554,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
787,RM_40_Bings_Landing,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",2
724,RM_40_Bings_Landing,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.5
725,RM_40_Bings_Landing,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.268
726,RM_40_Bings_Landing,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",0.983
813,RM_43,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",19
837,RM_43,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",7.7
555,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
556,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
557,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Benzene,"SGS North America, Anchorage, Alaska",NA
558,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
559,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,o-Xylene,"SGS North America, Anchorage, Alaska",NA
560,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
561,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Toluene,"SGS North America, Anchorage, Alaska",NA
562,RM_43_Upstream_of_Dow_Isalnd,7/27/2021,PS,NA,NA,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
788,RM_43_Upstream_of_Dow_Island,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
727,RM_43_Upstream_of_Dow_Island,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.2
728,RM_43_Upstream_of_Dow_Island,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.361
729,RM_43_Upstream_of_Dow_Island,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",0.995
814,RM_44,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",8
838,RM_44,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",30.3
563,RM_44_Mouth_of_Killey_River,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
564,RM_44_Mouth_of_Killey_River,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
789,RM_44_Mouth_of_Killey_River,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",17
730,RM_44_Mouth_of_Killey_River,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",5.92
731,RM_44_Mouth_of_Killey_River,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",2.17
732,RM_44_Mouth_of_Killey_River,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.53
815,RM_50,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",3
839,RM_50,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",1.2
565,RM_50_Skilak_Lake_Outflow,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
566,RM_50_Skilak_Lake_Outflow,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
790,RM_50_Skilak_Lake_Outflow,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
733,RM_50_Skilak_Lake_Outflow,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",12
734,RM_50_Skilak_Lake_Outflow,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.076
735,RM_50_Skilak_Lake_Outflow,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",0.938
799,RM_6.5,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",107
823,RM_6.5,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",27.3
567,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
568,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
569,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Benzene,"SGS North America, Anchorage, Alaska",NA
570,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
571,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,o-Xylene,"SGS North America, Anchorage, Alaska",NA
572,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
573,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Toluene,"SGS North America, Anchorage, Alaska",NA
574,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
575,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
576,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
577,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
578,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",8.52
579,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
580,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
581,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",14000
582,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
583,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
584,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
585,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",NA
586,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
587,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",1090
588,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",3.02
589,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
590,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
591,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
592,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",855
593,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
594,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",1540
595,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
596,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",2250
597,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
598,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
599,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
600,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
601,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",83.5
791,RM_6.5_Cunningham_Park,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",4
685,RM_6.5_Cunningham_Park,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.8
686,RM_6.5_Cunningham_Park,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.383
687,RM_6.5_Cunningham_Park,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.1
816,RM_70,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",6
840,RM_70,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",1.6
602,RM_70_Jims_Landing,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.251
603,RM_70_Jims_Landing,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
792,RM_70_Jims_Landing,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
736,RM_70_Jims_Landing,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",15
737,RM_70_Jims_Landing,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.058
738,RM_70_Jims_Landing,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.16
817,RM_74,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",3
841,RM_74,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",1
604,RM_74_Russian_River,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.358
605,RM_74_Russian_River,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
793,RM_74_Russian_River,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",3
739,RM_74_Russian_River,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",16.5
740,RM_74_Russian_River,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",NA
741,RM_74_Russian_River,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.06
818,RM_79.5,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",21.66666667
842,RM_79.5,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",0.6
606,RM_79.5_Juneau_Creek,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
607,RM_79.5_Juneau_Creek,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
794,RM_79.5_Juneau_Creek,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",2
745,RM_79.5_Juneau_Creek,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",15.7
746,RM_79.5_Juneau_Creek,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.035
747,RM_79.5_Juneau_Creek,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.17
819,RM_82,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",4
843,RM_82,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",0.4
608,RM_82_Kenai_Lake_Bridge,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
609,RM_82_Kenai_Lake_Bridge,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
795,RM_82_Kenai_Lake_Bridge,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",NA
742,RM_82_Kenai_Lake_Bridge,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",15.5
743,RM_82_Kenai_Lake_Bridge,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.063
744,RM_82_Kenai_Lake_Bridge,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.21
1,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.119
2,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0416
3,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
4,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
5,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
6,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
7,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
8,RM0_No_Name_Creek,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
9,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.122
10,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0394
11,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Arsenic,"SGS North America, Anchorage, Alaska",NA
12,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Cadmium,"SGS North America, Anchorage, Alaska",NA
13,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Chromium,"SGS North America, Anchorage, Alaska",NA
14,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Copper,"SGS North America, Anchorage, Alaska",NA
15,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Lead,"SGS North America, Anchorage, Alaska",NA
16,RM0_No_Name_Creek,5/11/2021,PS,Field Duplicate,DUP,Zinc,"SGS North America, Anchorage, Alaska",NA
661,RM0_No_Name_Creek,5/11/2021,SMPL,Field Duplicate,DUP,"Calcium, Total","ALS Environmental, Kelso, Washington",9.04
662,RM0_No_Name_Creek,5/11/2021,SMPL,Field Duplicate,DUP,"Iron, Total","ALS Environmental, Kelso, Washington",4.62
663,RM0_No_Name_Creek,5/11/2021,SMPL,Field Duplicate,DUP,"Magnesium, Total","ALS Environmental, Kelso, Washington",4.06
664,RM0_No_Name_Creek,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",9.07
665,RM0_No_Name_Creek,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",4.35
666,RM0_No_Name_Creek,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",4.04
17,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.198
18,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.242
19,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",1.79
20,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
21,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
22,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",1.72
23,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
24,RM1.5_Kenai_City_Dock,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
667,RM1.5_Kenai_City_Dock,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",50.7
668,RM1.5_Kenai_City_Dock,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",7.3
669,RM1.5_Kenai_City_Dock,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",134
25,RM10.1_Kenai_River,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.228
26,RM10.1_Kenai_River,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0141
27,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
