,sample,collect_date,sample_type,sample_condition,sample_condition_abbrv,analyte,lab_name,result
28,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
29,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
30,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
31,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
32,Rm10.1_Kenai_River,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
646,RM10.1_Kenai_River,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",9.98
647,RM10.1_Kenai_River,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.427
648,RM10.1_Kenai_River,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.31
33,RM10_Beaver_Creek,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.109
34,RM10_Beaver_Creek,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0843
35,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",2.62
36,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
37,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
38,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
39,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
40,RM10_Beaver_creek,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
673,RM10_Beaver_Creek,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.1
674,RM10_Beaver_Creek,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",2.83
675,RM10_Beaver_Creek,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",2.86
41,RM12.5_Pillar,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
42,RM12.5_Pillar,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
43,RM12.5_Pillar,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
44,RM12.5_Pillar,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
45,RM12.5_Pillar,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
46,RM12.5_Pillar,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
47,RM12.5_Pillars,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.259
48,RM12.5_Pillars,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0195
649,RM12.5_Pillars,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",10
650,RM12.5_Pillars,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.471
651,RM12.5_Pillars,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.28
49,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.319
50,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0178
51,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
52,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
53,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
54,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
55,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
56,RM18_Poachers_Cove,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
652,RM18_Poachers_Cove,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",10.1
653,RM18_Poachers_Cove,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.546
654,RM18_Poachers_Cove,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.27
57,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.093
58,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0286
59,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
60,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
61,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
62,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
63,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
64,RM19_Slikok_Creek,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
655,RM19_Slikok_Creek,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",7.8
656,RM19_Slikok_Creek,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.605
657,RM19_Slikok_Creek,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",2.3
65,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.328
66,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0472
67,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
68,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
69,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
70,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.599
71,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
72,RM21_Soldotna_Bridge,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
658,RM21_Solotna_Bridge,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",9.59
659,RM21_Solotna_Bridge,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.526
660,RM21_Solotna_Bridge,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.3
73,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
74,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0804
75,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",4.86
76,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
77,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
78,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
79,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
80,RM22_Soldotna_Creek,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
634,RM22_Soldotna_Creek,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",12.5
635,RM22_Soldotna_Creek,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",1.03
636,RM22_Soldotna_Creek,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",3.57
81,RM23_Swiftwater,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.239
82,RM23_Swiftwater,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0163
83,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
84,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
85,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
86,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.398
87,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.128
88,RM23_Swiftwater_Park,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
637,RM23_Swiftwater_Park,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",10.7
638,RM23_Swiftwater_Park,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.418
639,RM23_Swiftwater_Park,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.28
89,RM30_Funny_River,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.0746
90,RM30_Funny_River,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0396
91,RM30_Funny_River,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
92,RM30_Funny_River,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
93,RM30_Funny_River,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
94,RM30_Funny_River,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
95,RM30_Funny_River,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
96,RM30_Funny_River,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
640,RM30_Funny_River,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",5.09
641,RM30_Funny_River,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.807
642,RM30_Funny_River,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.79
97,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.25
98,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0392
99,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",2.7
100,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
101,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
102,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.455
103,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.114
104,RM31_Morgans_Landing,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
105,RM31_Morgans_Landing,5/11/2021,PS,Field Duplicate,DUP,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.226
106,RM31_Morgans_Landing,5/11/2021,PS,Field Duplicate,DUP,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0174
643,RM31_Morgans_Landing,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.1
644,RM31_Morgans_Landing,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.417
645,RM31_Morgans_Landing,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.32
107,RM36_Moose_River,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
108,RM36_Moose_River,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0391
109,RM36_Moose_River,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",4.88
110,RM36_Moose_River,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
111,RM36_Moose_River,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
112,RM36_Moose_River,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.368
113,RM36_Moose_River,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.0735
114,RM36_Moose_River,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
115,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.33
116,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
117,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
118,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
119,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
120,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.545
121,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.127
122,RM40_Bings_Landing,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
123,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.36
124,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0228
125,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
126,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
127,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
128,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.959
129,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.187
130,RM43_Upstream_of_Dow_Island,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
131,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.603
132,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0151
133,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
134,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
135,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
136,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.71
137,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.083
138,RM44_Mouth_of_Killey_River,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
139,RM50_Skilak_Lake_Outflow,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.199
140,RM50_Skilak_Lake_Outflow,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
141,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
142,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
143,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
144,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
145,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
146,RM50_Skilak_Lake_Outlet,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
147,RM6.5_Cunning_Hem,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.225
148,RM6.5_Cunning_Hem,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.189
149,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
150,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
151,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
152,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
153,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
154,RM6.5_Cunningham_Park,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
670,RM6.5_Cunningham_Park,5/11/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.4
671,RM6.5_Cunningham_Park,5/11/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",5.6
672,RM6.5_Cunningham_Park,5/11/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",2.97
155,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.745
156,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
157,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
158,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
159,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
160,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.348
161,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.0763
162,RM70_Jims_Landing,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
163,RM74_Russian_River,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",1.12
164,RM74_Russian_River,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
165,RM74_Russian_River,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
166,RM74_Russian_River,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
167,RM74_Russian_River,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
168,RM74_Russian_River,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
169,RM74_Russian_River,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
170,RM74_Russian_River,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
171,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
172,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
173,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
174,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.679
175,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.228
176,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",3.12
177,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.869
178,RM79.5_Juneau_Creek,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0212
179,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",0.454
180,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
181,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
182,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
183,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
184,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",0.603
185,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",0.156
186,RM82_Kenai_Lake_Bridge,5/11/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",4.36
610,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,Benzene,"SGS North America, Anchorage, Alaska",NA
611,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
612,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,o-Xylene,"SGS North America, Anchorage, Alaska",NA
613,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
614,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,Toluene,"SGS North America, Anchorage, Alaska",NA
615,Trip_Blank_1,7/27/2021,TB,Trip Blank,Blank,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
616,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,Benzene,"SGS North America, Anchorage, Alaska",NA
617,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
618,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,o-Xylene,"SGS North America, Anchorage, Alaska",NA
619,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
620,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,Toluene,"SGS North America, Anchorage, Alaska",NA
621,Trip_Blank_2,7/27/2021,TB,Trip Blank,Blank,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
622,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,Benzene,"SGS North America, Anchorage, Alaska",NA
623,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
624,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,o-Xylene,"SGS North America, Anchorage, Alaska",NA
625,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
626,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,Toluene,"SGS North America, Anchorage, Alaska",NA
627,Trip_Blank_3,7/27/2021,TB,Trip Blank,Blank,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
628,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,Benzene,"SGS North America, Anchorage, Alaska",NA
629,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,Ethylbenzene,"SGS North America, Anchorage, Alaska",NA
630,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,o-Xylene,"SGS North America, Anchorage, Alaska",NA
631,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,P & M -Xylene,"SGS North America, Anchorage, Alaska",NA
632,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,Toluene,"SGS North America, Anchorage, Alaska",NA
633,Trip_Blank_4,7/27/2021,TB,Trip Blank,Blank,Xylenes (total),"SGS North America, Anchorage, Alaska",NA
